Using cuDNN version 5110 on context None
Preallocating 2437/12189 Mb (0.200000) on cuda1
Mapped name None to device cuda1: TITAN X (Pascal) (0000:81:00.0)
current save dir  /home/guoyuyu/results/youtube/TS_Double_LSTM_NoBN_OptRes/save_dir/
creating directory /home/guoyuyu/results/youtube/TS_Double_LSTM_NoBN_OptRes/save_dir/
erasing everything in  /home/guoyuyu/results/youtube/TS_Double_LSTM_NoBN_OptRes/save_dir/
rm: cannot remove ‘/home/guoyuyu/results/youtube/TS_Double_LSTM_NoBN_OptRes/save_dir//*’: No such file or directory
saving model config into /home/guoyuyu/results/youtube/TS_Double_LSTM_NoBN_OptRes/save_dir/model_config.pkl
Model Type: attention
Dataset: youtube2text
Command: train_model.py
training an attention model
/home/guoyuyu/code/code_by_myself/video_caption/TS_LSTM/model_deepRNN.py:15: UserWarning: Feeding context to output directly seems to hurt.
  warnings.warn('Feeding context to output directly seems to hurt.')
Loading data
loading youtube2text opt_res features
uneven minibath chunking, overall 64, last one 12
uneven minibath chunking, overall 200, last one 91
uneven minibath chunking, overall 200, last one 168
init params
<bound method OrderedDict.keys of OrderedDict([('Wemb', Wemb), ('ts_lstm_W', ts_lstm_W), ('ts_lstm_U', ts_lstm_U), ('ts_lstm_b', ts_lstm_b), ('tu_lstm_W', tu_lstm_W), ('tu_lstm_U', tu_lstm_U), ('tu_lstm_b', tu_lstm_b), ('mu_lstm_W', mu_lstm_W), ('mu_lstm_V', mu_lstm_V), ('mu_lstm_U', mu_lstm_U), ('mu_lstm_b', mu_lstm_b), ('ff_logit_lstm_W', ff_logit_lstm_W), ('ff_logit_lstm_b', ff_logit_lstm_b)])>
buliding sampler
Building f_init... Done
building f_next...
Done
building f_log_probs
compute grad
build train fns
compilation took 23.4652 sec
Optimization
Epoch  0
Sample ( 0 )  :  a man is
Truth  1 :  rat is looking nice
Sample ( 1 )  :  a man is
Truth  2 :  a reverent is speaking
Sample ( 2 )  :  a man is
Truth  3 :  a woman is playing a flute
Sample ( 3 )  :  a man is
Truth  4 :  the man is playing the guitar
Sample ( 4 )  :  a man is
Truth  5 :  a chef is peeling the stalk of a broccoli
Sample ( 5 )  :  a man is
Truth  6 :  a man sits at a table and consumes lots of food
Sample ( 6 )  :  a man is
Truth  7 :  a man is dancing
Sample ( 7 )  :  a man is
Truth  8 :  someone is playing with a bunny
Sample ( 8 )  :  a man is
Truth  9 :  two boys playing cricket
Sample ( 9 )  :  a man is
Epoch  0 Update  210 Train cost mean so far 36.7094573975 fetching data time spent (sec) 0.126 update time spent (sec) 0.533
Epoch  0 Update  220 Train cost mean so far 41.7633514404 fetching data time spent (sec) 0.121 update time spent (sec) 0.517
Epoch  0 Update  230 Train cost mean so far 40.0535163879 fetching data time spent (sec) 0.113 update time spent (sec) 0.501
Epoch  0 Update  240 Train cost mean so far 42.067943573 fetching data time spent (sec) 0.133 update time spent (sec) 0.453
Epoch  0 Update  250 Train cost mean so far 41.8399581909 fetching data time spent (sec) 0.114 update time spent (sec) 0.69
Epoch  0 Update  260 Train cost mean so far 44.4345550537 fetching data time spent (sec) 0.115 update time spent (sec) 0.541
Epoch  0 Update  270 Train cost mean so far 45.9255142212 fetching data time spent (sec) 0.109 update time spent (sec) 0.529
Epoch  0 Update  280 Train cost mean so far 41.1940956116 fetching data time spent (sec) 0.109 update time spent (sec) 0.472
Epoch  0 Update  290 Train cost mean so far 41.5696754456 fetching data time spent (sec) 0.12 update time spent (sec) 0.442
Epoch  0 Update  300 Train cost mean so far 40.8586120605 fetching data time spent (sec) 0.116 update time spent (sec) 0.455
------------- sampling from train ----------
Truth  0 :  a man slices bread
Sample ( 0 )  :  a man is
Truth  1 :  the cat is playing in forest
Sample ( 1 )  :  a man is
Truth  2 :  a woman is pouring eggs into a pan
Sample ( 2 )  :  a man is
Truth  3 :  a hampster is eating
Sample ( 3 )  :  a man is
Truth  4 :  someone is washing their foot with a toothbrush
Sample ( 4 )  :  a man is
Truth  5 :  someone is seasoning beans
Sample ( 5 )  :  a man is
Truth  6 :  the car ran into the building
Sample ( 6 )  :  a man is
Truth  7 :  a man cooking his kichen
Sample ( 7 )  :  a man is
Truth  8 :  a man is cleaning a floor with an industrial machine
Sample ( 8 )  :  a man is
Truth  9 :  a monkey is swinging on the trees
Sample ( 9 )  :  a man is
------------- sampling from valid ----------
Truth  0 :  a woman prepares her cup of coffee
Sample ( 0 )  :  a man is
Truth  1 :  a boy is standing in the rain
Sample ( 1 )  :  a man is
Truth  2 :  a man stuffs his face with food
Sample ( 2 )  :  a man is
Truth  3 :  a man mixing some seasons in bowl
Sample ( 3 )  :  a man is
Truth  4 :  a man plays the super mario bros. theme song on a flute while beat boxing
Sample ( 4 )  :  a man is
Truth  5 :  someone making dice of a carrot
Sample ( 5 )  :  a man is
Truth  6 :  the man is play the mega flute
Sample ( 6 )  :  a man is
Truth  7 :  a boy is playing the piano
Sample ( 7 )  :  a man is
Truth  8 :  a man is showing cold steel hunting knife
Sample ( 8 )  :  a man is
Truth  9 :  the boys are playing in a portable pool
Sample ( 9 )  :  a man is
Epoch  0 Update  310 Train cost mean so far 43.1098747253 fetching data time spent (sec) 0.107 update time spent (sec) 0.52
Epoch  0 Update  320 Train cost mean so far 42.1571006775 fetching data time spent (sec) 0.108 update time spent (sec) 0.471
Epoch  0 Update  330 Train cost mean so far 37.5633506775 fetching data time spent (sec) 0.108 update time spent (sec) 0.372
Epoch  0 Update  340 Train cost mean so far 40.1825180054 fetching data time spent (sec) 0.114 update time spent (sec) 0.525
Epoch  0 Update  350 Train cost mean so far 38.5569572449 fetching data time spent (sec) 0.103 update time spent (sec) 0.608
Epoch  0 Update  360 Train cost mean so far 39.780418396 fetching data time spent (sec) 0.108 update time spent (sec) 0.424
Epoch  0 Update  370 Train cost mean so far 41.0018577576 fetching data time spent (sec) 0.111 update time spent (sec) 0.47
Epoch  0 Update  380 Train cost mean so far 43.772808075 fetching data time spent (sec) 0.117 update time spent (sec) 0.639
Epoch  0 Update  390 Train cost mean so far 45.0321540833 fetching data time spent (sec) 0.101 update time spent (sec) 0.522
Epoch  0 Update  400 Train cost mean so far 40.120464325 fetching data time spent (sec) 0.122 update time spent (sec) 0.477
------------- sampling from train ----------
Truth  0 :  a cat search a box
Sample ( 0 )  :  a man is playing
Truth  1 :  a pitcher is being filled with water
Sample ( 1 )  :  a man is playing
Truth  2 :  two puppies are playing with a piece of paper
Sample ( 2 )  :  a man is playing
Truth  3 :  a plane appears to fly out of the ocean
Sample ( 3 )  :  a man is playing
Truth  4 :  two boys are trying to communicate about kicking a soccer ball
Sample ( 4 )  :  a man is playing
Truth  5 :  a dog shaking his tail
Sample ( 5 )  :  a man is playing
Truth  6 :  animal is playing
Sample ( 6 )  :  a man is playing
Truth  7 :  a dog and a child are playing
Sample ( 7 )  :  a man is playing
Truth  8 :  an excited puppy is sitting and whimpering on the stairs
Sample ( 8 )  :  a man is playing
Truth  9 :  the boy is playing guitar
Sample ( 9 )  :  a man is playing
------------- sampling from valid ----------
Truth  0 :  a woman prepares her cup of coffee
Sample ( 0 )  :  a man is playing
Truth  1 :  a boy is standing in the rain
Sample ( 1 )  :  a man is playing
Truth  2 :  a man stuffs his face with food
Sample ( 2 )  :  a man is playing
Truth  3 :  a man mixing some seasons in bowl
Sample ( 3 )  :  a man is playing
Truth  4 :  a man plays the super mario bros. theme song on a flute while beat boxing
Sample ( 4 )  :  a man is playing
Truth  5 :  someone making dice of a carrot
Sample ( 5 )  :  a man is playing
Truth  6 :  the man is play the mega flute
Sample ( 6 )  :  a man is playing
Truth  7 :  a boy is playing the piano
Sample ( 7 )  :  a man is playing
Truth  8 :  a man is showing cold steel hunting knife
Sample ( 8 )  :  a man is playing
Truth  9 :  the boys are playing in a portable pool
Sample ( 9 )  :  a man is playing
Epoch  0 Update  410 Train cost mean so far 36.3619232178 fetching data time spent (sec) 0.123 update time spent (sec) 0.48
Epoch  0 Update  420 Train cost mean so far 34.3415374756 fetching data time spent (sec) 0.128 update time spent (sec) 0.438
Epoch  0 Update  430 Train cost mean so far 37.7939567566 fetching data time spent (sec) 0.107 update time spent (sec) 0.425
Epoch  0 Update  440 Train cost mean so far 36.5719223022 fetching data time spent (sec) 0.119 update time spent (sec) 0.413
Epoch  0 Update  450 Train cost mean so far 37.7024765015 fetching data time spent (sec) 0.113 update time spent (sec) 0.549
Epoch  0 Update  460 Train cost mean so far 40.8897705078 fetching data time spent (sec) 0.117 update time spent (sec) 0.475
Epoch  0 Update  470 Train cost mean so far 41.7233123779 fetching data time spent (sec) 0.121 update time spent (sec) 0.451
Epoch  0 Update  480 Train cost mean so far 40.5425338745 fetching data time spent (sec) 0.12 update time spent (sec) 0.511
Epoch  0 Update  490 Train cost mean so far 38.7296333313 fetching data time spent (sec) 0.123 update time spent (sec) 0.494
Epoch  0 Update  500 Train cost mean so far 40.7996292114 fetching data time spent (sec) 0.095 update time spent (sec) 0.417
------------- sampling from train ----------
Truth  0 :  the person move the pencil very awesome
Sample ( 0 )  :  a man is slicing
Truth  1 :  a horse is driven by a woman
Sample ( 1 )  :  a man is
Truth  2 :  a black boar is running in the woods
Sample ( 2 )  :  a man is
Truth  3 :  a person is dismantling a camera
Sample ( 3 )  :  a man is slicing
Truth  4 :  cat drinking water
Sample ( 4 )  :  a man is slicing
Truth  5 :  the man jumped off the building to the street
Sample ( 5 )  :  a man is
Truth  6 :  the women are dancing
Sample ( 6 )  :  a man is
Truth  7 :  a chef is slicing a piece of raw fish
Sample ( 7 )  :  a man is slicing
Truth  8 :  a dog is sitting in a small tub of water and frolicking in it
Sample ( 8 )  :  a man is a
Truth  9 :  he is carateman
Sample ( 9 )  :  a man is a
------------- sampling from valid ----------
Truth  0 :  the person is playing the guitar
Sample ( 0 )  :  a man is slicing
Truth  1 :  a man is cutting a potato in half
Sample ( 1 )  :  a man is slicing
Truth  2 :  two girls are dancing
Sample ( 2 )  :  a man is a
Truth  3 :  a woman is dancing on s stage
Sample ( 3 )  :  a man is a
Truth  4 :  a woman is walking along a pavement
Sample ( 4 )  :  a man is
Truth  5 :  a person puts potato wedges into a pot of boiling water
Sample ( 5 )  :  a man is slicing
Truth  6 :  the person is playing the keyboard
Sample ( 6 )  :  a man is slicing
Truth  7 :  a woman is walking down a street
Sample ( 7 )  :  a man is
Truth  8 :  people getting into a swimming pool
Sample ( 8 )  :  a man is
Truth  9 :  someone is putting french fries into a pot
Sample ( 9 )  :  a man is slicing
Epoch  0 Update  510 Train cost mean so far 43.3958435059 fetching data time spent (sec) 0.104 update time spent (sec) 0.474
Epoch  0 Update  520 Train cost mean so far 39.8850860596 fetching data time spent (sec) 0.123 update time spent (sec) 0.397
Epoch  0 Update  530 Train cost mean so far 36.8149032593 fetching data time spent (sec) 0.105 update time spent (sec) 0.464
Epoch  0 Update  540 Train cost mean so far 37.0091896057 fetching data time spent (sec) 0.115 update time spent (sec) 0.42
Epoch  0 Update  550 Train cost mean so far 40.6735458374 fetching data time spent (sec) 0.122 update time spent (sec) 0.465
Epoch  0 Update  560 Train cost mean so far 42.5095405579 fetching data time spent (sec) 0.111 update time spent (sec) 0.41
Epoch  0 Update  570 Train cost mean so far 38.8149032593 fetching data time spent (sec) 0.116 update time spent (sec) 0.407
Epoch  0 Update  580 Train cost mean so far 35.7826843262 fetching data time spent (sec) 0.105 update time spent (sec) 0.408
Epoch  0 Update  590 Train cost mean so far 35.9466667175 fetching data time spent (sec) 0.114 update time spent (sec) 0.48
Epoch  0 Update  600 Train cost mean so far 38.3818283081 fetching data time spent (sec) 0.107 update time spent (sec) 0.508
------------- sampling from train ----------
Truth  0 :  two girls are dancing with funny
Sample ( 0 )  :  a man is
Truth  1 :  the two boys are dancing
Sample ( 1 )  :  a man is
Truth  2 :  a woman is peeling an apple
Sample ( 2 )  :  a man is cutting
Truth  3 :  the man used a sword to slice the boot
Sample ( 3 )  :  a man is a
Truth  4 :  the woman is eating
Sample ( 4 )  :  a man is
Truth  5 :  a cat plays the piano
Sample ( 5 )  :  a man is
Truth  6 :  the foxes ate from the pan
Sample ( 6 )  :  a man is a
Truth  7 :  a man is trying to make many bubbles
Sample ( 7 )  :  a man is
Truth  8 :  an elephant drawing a picture with paint
Sample ( 8 )  :  a man is
Truth  9 :  one cat is jumping and another is climbing over a barrier
Sample ( 9 )  :  a man is
------------- sampling from valid ----------
Truth  0 :  a woman prepares her cup of coffee
Sample ( 0 )  :  a man is cutting
Truth  1 :  a boy is standing in the rain
Sample ( 1 )  :  a man is
Truth  2 :  a man stuffs his face with food
Sample ( 2 )  :  a man is cutting
Truth  3 :  a man mixing some seasons in bowl
Sample ( 3 )  :  a man is cutting
Truth  4 :  a man plays the super mario bros. theme song on a flute while beat boxing
Sample ( 4 )  :  a man is cutting
Truth  5 :  someone making dice of a carrot
Sample ( 5 )  :  a man is cutting
Truth  6 :  the man is play the mega flute
Sample ( 6 )  :  a man is cutting
Truth  7 :  a boy is playing the piano
Sample ( 7 )  :  a man is
Truth  8 :  a man is showing cold steel hunting knife
Sample ( 8 )  :  a man is cutting
Truth  9 :  the boys are playing in a portable pool
Sample ( 9 )  :  a man is
Epoch  0 Update  610 Train cost mean so far 41.4775619507 fetching data time spent (sec) 0.114 update time spent (sec) 0.544
Epoch  0 Update  620 Train cost mean so far 40.9441337585 fetching data time spent (sec) 0.109 update time spent (sec) 0.501
Epoch  0 Update  630 Train cost mean so far 39.0094413757 fetching data time spent (sec) 0.111 update time spent (sec) 0.447
Epoch  0 Update  640 Train cost mean so far 39.3024215698 fetching data time spent (sec) 0.102 update time spent (sec) 0.427
Epoch  0 Update  650 Train cost mean so far 37.3756904602 fetching data time spent (sec) 0.106 update time spent (sec) 0.419
Epoch  0 Update  660 Train cost mean so far 39.5062255859 fetching data time spent (sec) 0.106 update time spent (sec) 0.548
Epoch  0 Update  670 Train cost mean so far 41.9542274475 fetching data time spent (sec) 0.109 update time spent (sec) 0.447
Epoch  0 Update  680 Train cost mean so far 40.271030426 fetching data time spent (sec) 0.116 update time spent (sec) 0.424
Epoch  0 Update  690 Train cost mean so far 35.5643119812 fetching data time spent (sec) 0.108 update time spent (sec) 0.459
Epoch  0 Update  700 Train cost mean so far 39.2650032043 fetching data time spent (sec) 0.125 update time spent (sec) 0.438
------------- sampling from train ----------
Truth  0 :  women athletes running a marathon
Sample ( 0 )  :  a man is a
Truth  1 :  gladiators riding on horses and passing througth jungle
Sample ( 1 )  :  a man is a
Truth  2 :  a dog is playing with a stick
Sample ( 2 )  :  a man is a a
Truth  3 :  a dog is driving a car
Sample ( 3 )  :  a man is playing a
Truth  4 :  a wet dog is running around a garden
Sample ( 4 )  :  a man is a a
Truth  5 :  someone stirred the rice and milk in the pot
Sample ( 5 )  :  a woman is a a
Truth  6 :  a man is trying to slice through a package of ground meat
Sample ( 6 )  :  a man is a
Truth  7 :  a woman cracks an egg
Sample ( 7 )  :  a woman is a a
Truth  8 :  a woman is chopping octopus
Sample ( 8 )  :  a woman is a a
Truth  9 :  a cow eats grass
Sample ( 9 )  :  a man is a a
------------- sampling from valid ----------
Truth  0 :  the person is playing the guitar
Sample ( 0 )  :  a man is playing
Truth  1 :  a man is cutting a potato in half
Sample ( 1 )  :  a woman is a a
Truth  2 :  two girls are dancing
Sample ( 2 )  :  a man is playing
Truth  3 :  a woman is dancing on s stage
Sample ( 3 )  :  a man is playing
Truth  4 :  a woman is walking along a pavement
Sample ( 4 )  :  a man is playing
Truth  5 :  a person puts potato wedges into a pot of boiling water
Sample ( 5 )  :  a man is a a
Truth  6 :  the person is playing the keyboard
Sample ( 6 )  :  a man is playing
Truth  7 :  a woman is walking down a street
Sample ( 7 )  :  a man is playing
Truth  8 :  people getting into a swimming pool
Sample ( 8 )  :  a man is a
Truth  9 :  someone is putting french fries into a pot
Sample ( 9 )  :  a man is a a
Epoch  0 Update  710 Train cost mean so far 37.189617157 fetching data time spent (sec) 0.109 update time spent (sec) 0.392
Epoch  0 Update  720 Train cost mean so far 36.1791496277 fetching data time spent (sec) 0.117 update time spent (sec) 0.528
Epoch  0 Update  730 Train cost mean so far 35.8828086853 fetching data time spent (sec) 0.112 update time spent (sec) 0.516
Epoch  0 Update  740 Train cost mean so far 35.3522186279 fetching data time spent (sec) 0.106 update time spent (sec) 0.415
Epoch  0 Update  750 Train cost mean so far 36.6340904236 fetching data time spent (sec) 0.11 update time spent (sec) 0.386
Epoch  0 Update  760 Train cost mean so far 37.7784347534 fetching data time spent (sec) 0.106 update time spent (sec) 0.469
This epoch has seen 48780 samples, train cost 40.88
Epoch  1
Epoch  1 Update  770 Train cost mean so far 38.0132902902 fetching data time spent (sec) 0.15 update time spent (sec) 0.484
Epoch  1 Update  780 Train cost mean so far 37.8940667362 fetching data time spent (sec) 0.118 update time spent (sec) 0.439
Epoch  1 Update  790 Train cost mean so far 37.5880432434 fetching data time spent (sec) 0.124 update time spent (sec) 0.513
Epoch  1 Update  800 Train cost mean so far 37.5425492402 fetching data time spent (sec) 0.121 update time spent (sec) 0.425
------------- sampling from train ----------
Truth  0 :  a man is spreading margarine on a tortilla
Sample ( 0 )  :  a man is cutting
Truth  1 :  he is cutting green onion
Sample ( 1 )  :  a man is cutting
Truth  2 :  a dog barks and then a lady in a kitchen bows
Sample ( 2 )  :  a man is
Truth  3 :  someone is pouring rice into rice cooker
Sample ( 3 )  :  a man is cutting
Truth  4 :  a cheetah is chasing a gazelle
Sample ( 4 )  :  a man is
Truth  5 :  someone is using sign language
Sample ( 5 )  :  a man is
Truth  6 :  a stunt men is showing the stunt
Sample ( 6 )  :  a man is a
Truth  7 :  using a spoon a woman is stirring a mixture of milk and gelatin powder in a glass
Sample ( 7 )  :  a man is cutting
Truth  8 :  somebody is cooking
Sample ( 8 )  :  a man is cutting
Truth  9 :  a hamster is eating something that looks like nuts
Sample ( 9 )  :  a cat is a
------------- sampling from valid ----------
Truth  0 :  steve martin performs onstage
Sample ( 0 )  :  a man is
Truth  1 :  a cat is under a sofa
Sample ( 1 )  :  a dog is a
Truth  2 :  the man is running
Sample ( 2 )  :  a man is
Truth  3 :  a person showing the applications of the computer
Sample ( 3 )  :  a man is
Truth  4 :  a dog is walking
Sample ( 4 )  :  a cat is a
Truth  5 :  a dog is running on the road
Sample ( 5 )  :  a man is
Truth  6 :  a man is cutting an onion
Sample ( 6 )  :  a man is cutting
Truth  7 :  a cat is walking on its two front paws
Sample ( 7 )  :  a cat is a
Truth  8 :  the man is playing the piano
Sample ( 8 )  :  a man is
Truth  9 :  a man is slicing a potato
Sample ( 9 )  :  a man is cutting
Epoch  1 Update  810 Train cost mean so far 37.511635595 fetching data time spent (sec) 0.109 update time spent (sec) 0.464
Epoch  1 Update  820 Train cost mean so far 37.9194077508 fetching data time spent (sec) 0.119 update time spent (sec) 0.488
Epoch  1 Update  830 Train cost mean so far 37.6276223518 fetching data time spent (sec) 0.13 update time spent (sec) 0.526
Epoch  1 Update  840 Train cost mean so far 37.7645775078 fetching data time spent (sec) 0.104 update time spent (sec) 0.407
Epoch  1 Update  850 Train cost mean so far 37.5293107293 fetching data time spent (sec) 0.117 update time spent (sec) 0.525
Epoch  1 Update  860 Train cost mean so far 37.5533777257 fetching data time spent (sec) 0.102 update time spent (sec) 0.473
Epoch  1 Update  870 Train cost mean so far 37.4934514897 fetching data time spent (sec) 0.113 update time spent (sec) 0.447
Epoch  1 Update  880 Train cost mean so far 36.6812654839 fetching data time spent (sec) 0.118 update time spent (sec) 0.46
Epoch  1 Update  890 Train cost mean so far 36.9590277874 fetching data time spent (sec) 0.1 update time spent (sec) 0.536
Epoch  1 Update  900 Train cost mean so far 36.4466438632 fetching data time spent (sec) 0.108 update time spent (sec) 0.562
------------- sampling from train ----------
Truth  0 :  a man throws his drink on a camera
Sample ( 0 )  :  a man is playing
Truth  1 :  the man is shooting
Sample ( 1 )  :  a man is playing
Truth  2 :  the man did a backward flip jump into the water
Sample ( 2 )  :  a man is playing
Truth  3 :  a man playing guitar
Sample ( 3 )  :  a man is playing
Truth  4 :  a band is performing onstage for a live audience
Sample ( 4 )  :  a man is playing
Truth  5 :  the man poured the liquid out of the container
Sample ( 5 )  :  a man is cutting
Truth  6 :  a woman dances in the rain out side
Sample ( 6 )  :  a man is playing
Truth  7 :  a cat plays the piano
Sample ( 7 )  :  a cat is playing
Truth  8 :  a boy is flipping on a trampoline
Sample ( 8 )  :  a man is playing
Truth  9 :  a loris eat her food
Sample ( 9 )  :  a cat is playing
------------- sampling from valid ----------
Truth  0 :  the person is playing the guitar
Sample ( 0 )  :  a man is playing
Truth  1 :  a man is cutting a potato in half
Sample ( 1 )  :  a man is cutting
Truth  2 :  two girls are dancing
Sample ( 2 )  :  a man is playing
Truth  3 :  a woman is dancing on s stage
Sample ( 3 )  :  a man is playing
Truth  4 :  a woman is walking along a pavement
Sample ( 4 )  :  a man is playing
Truth  5 :  a person puts potato wedges into a pot of boiling water
Sample ( 5 )  :  a man is cutting
Truth  6 :  the person is playing the keyboard
Sample ( 6 )  :  a man is playing
Truth  7 :  a woman is walking down a street
Sample ( 7 )  :  a man is playing
Truth  8 :  people getting into a swimming pool
Sample ( 8 )  :  a man is playing
Truth  9 :  someone is putting french fries into a pot
Sample ( 9 )  :  a man is cutting
Epoch  1 Update  910 Train cost mean so far 36.8666164395 fetching data time spent (sec) 0.096 update time spent (sec) 0.468
Epoch  1 Update  920 Train cost mean so far 36.283366208 fetching data time spent (sec) 0.104 update time spent (sec) 0.454
