Using cuDNN version 5110 on context None
Preallocating 3656/12189 Mb (0.300000) on cuda1
Mapped name None to device cuda1: TITAN X (Pascal) (0000:81:00.0)
current save dir  /home/guoyuyu/results/youtube/MP_Double_LSTM_Res/save_dir/
creating directory /home/guoyuyu/results/youtube/MP_Double_LSTM_Res/save_dir/
erasing everything in  /home/guoyuyu/results/youtube/MP_Double_LSTM_Res/save_dir/
rm: cannot remove ‘/home/guoyuyu/results/youtube/MP_Double_LSTM_Res/save_dir//*’: No such file or directory
saving model config into /home/guoyuyu/results/youtube/MP_Double_LSTM_Res/save_dir/model_config.pkl
Model Type: attention
Dataset: youtube2text
Command: train_model.py
training an attention model
/home/guoyuyu/code/code_by_myself/video_caption/MP_LSTM/model_deepRNN.py:15: UserWarning: Feeding context to output directly seems to hurt.
  warnings.warn('Feeding context to output directly seems to hurt.')
Loading data
loading youtube2text googlenet features
uneven minibath chunking, overall 64, last one 12
uneven minibath chunking, overall 200, last one 91
uneven minibath chunking, overall 200, last one 168
init params
<bound method OrderedDict.keys of OrderedDict([('Wemb', Wemb), ('tu_lstm_W', tu_lstm_W), ('tu_lstm_U', tu_lstm_U), ('tu_lstm_b', tu_lstm_b), ('mu_lstm_W', mu_lstm_W), ('mu_lstm_V', mu_lstm_V), ('mu_lstm_U', mu_lstm_U), ('mu_lstm_b', mu_lstm_b), ('ff_logit_lstm_W', ff_logit_lstm_W), ('ff_logit_lstm_b', ff_logit_lstm_b)])>
buliding sampler
Building f_init... Done
building f_next...
Done
building f_log_probs
compute grad
build train fns
compilation took 33.8547 sec
Optimization
Epoch  0
Sample ( 2 )  :  a man is
Truth  3 :  a man is doing a wheelie on a moped
Sample ( 3 )  :  a man is
Truth  4 :  a man shoots another man on a horse
Sample ( 4 )  :  a man is
Truth  5 :  a boy is playing a piano and singing
Sample ( 5 )  :  a man is
Truth  6 :  a man is cutting a tomato into pieces
Sample ( 6 )  :  a man is
Truth  7 :  a woman is reading a bohemian paper
Sample ( 7 )  :  a man is
Truth  8 :  a man plays an acoustic guitar
Sample ( 8 )  :  a man is playing
Truth  9 :  two cats were fighting with one another
Sample ( 9 )  :  a cat is
Epoch  0 Update  310 Train cost mean so far 39.8675079346 fetching data time spent (sec) 0.052 update time spent (sec) 0.554
Epoch  0 Update  320 Train cost mean so far 38.7147598267 fetching data time spent (sec) 0.057 update time spent (sec) 0.571
Epoch  0 Update  330 Train cost mean so far 33.8108291626 fetching data time spent (sec) 0.054 update time spent (sec) 0.427
Epoch  0 Update  340 Train cost mean so far 36.3605880737 fetching data time spent (sec) 0.059 update time spent (sec) 0.552
Epoch  0 Update  350 Train cost mean so far 35.4798545837 fetching data time spent (sec) 0.053 update time spent (sec) 0.618
Epoch  0 Update  360 Train cost mean so far 36.7016525269 fetching data time spent (sec) 0.056 update time spent (sec) 0.489
Epoch  0 Update  370 Train cost mean so far 37.991859436 fetching data time spent (sec) 0.054 update time spent (sec) 0.507
Epoch  0 Update  380 Train cost mean so far 39.2861213684 fetching data time spent (sec) 0.06 update time spent (sec) 0.593
Epoch  0 Update  390 Train cost mean so far 41.7838935852 fetching data time spent (sec) 0.05 update time spent (sec) 0.607
Epoch  0 Update  400 Train cost mean so far 36.3104095459 fetching data time spent (sec) 0.059 update time spent (sec) 0.58
------------- sampling from train ----------
Truth  0 :  a cat search a box
Sample ( 0 )  :  a cat is playing
Truth  1 :  a pitcher is being filled with water
Sample ( 1 )  :  a man is a
Truth  2 :  two puppies are playing with a piece of paper
Sample ( 2 )  :  a cat is playing
Truth  3 :  a plane appears to fly out of the ocean
Sample ( 3 )  :  a are is the
Truth  4 :  two boys are trying to communicate about kicking a soccer ball
Sample ( 4 )  :  a man is are
Truth  5 :  a dog shaking his tail
Sample ( 5 )  :  a dog is and
Truth  6 :  animal is playing
Sample ( 6 )  :  a cat is is
Truth  7 :  a dog and a child are playing
Sample ( 7 )  :  a dog is the the
Truth  8 :  an excited puppy is sitting and whimpering on the stairs
Sample ( 8 )  :  a dog is playing
Truth  9 :  the boy is playing guitar
Sample ( 9 )  :  a man is playing
------------- sampling from valid ----------
Truth  0 :  the person is playing the guitar
Sample ( 0 )  :  a man is playing
Truth  1 :  a man is cutting a potato in half
Sample ( 1 )  :  a woman is slicing
Truth  2 :  two girls are dancing
Sample ( 2 )  :  a woman are dancing
Truth  3 :  a woman is dancing on s stage
Sample ( 3 )  :  a man are dancing
Truth  4 :  a woman is walking along a pavement
Sample ( 4 )  :  two are are dancing dancing
Truth  5 :  a person puts potato wedges into a pot of boiling water
Sample ( 5 )  :  a man is the
Truth  6 :  the person is playing the keyboard
Sample ( 6 )  :  a man is playing
Truth  7 :  a woman is walking down a street
Sample ( 7 )  :  two are are dancing dancing
Truth  8 :  people getting into a swimming pool
Sample ( 8 )  :  a man is running
Truth  9 :  someone is putting french fries into a pot
Sample ( 9 )  :  a man is the
Epoch  0 Update  410 Train cost mean so far 31.9650592804 fetching data time spent (sec) 0.065 update time spent (sec) 0.558
Epoch  0 Update  420 Train cost mean so far 30.725151062 fetching data time spent (sec) 0.062 update time spent (sec) 0.451
Epoch  0 Update  430 Train cost mean so far 33.262676239 fetching data time spent (sec) 0.053 update time spent (sec) 0.527
Epoch  0 Update  440 Train cost mean so far 32.3250045776 fetching data time spent (sec) 0.059 update time spent (sec) 0.517
Epoch  0 Update  450 Train cost mean so far 34.3918228149 fetching data time spent (sec) 0.056 update time spent (sec) 0.525
Epoch  0 Update  460 Train cost mean so far 37.1653137207 fetching data time spent (sec) 0.054 update time spent (sec) 0.527
Epoch  0 Update  470 Train cost mean so far 38.0998764038 fetching data time spent (sec) 0.057 update time spent (sec) 0.566
Epoch  0 Update  480 Train cost mean so far 35.9751396179 fetching data time spent (sec) 0.056 update time spent (sec) 0.586
Epoch  0 Update  490 Train cost mean so far 34.8252296448 fetching data time spent (sec) 0.059 update time spent (sec) 0.512
Epoch  0 Update  500 Train cost mean so far 37.8502731323 fetching data time spent (sec) 0.052 update time spent (sec) 0.529
------------- sampling from train ----------
Truth  0 :  the person move the pencil very awesome
Sample ( 0 )  :  a man is a
Truth  1 :  a horse is driven by a woman
Sample ( 1 )  :  a man is riding a
Truth  2 :  a black boar is running in the woods
Sample ( 2 )  :  a man is
Truth  3 :  a person is dismantling a camera
Sample ( 3 )  :  a person is a
Truth  4 :  cat drinking water
Sample ( 4 )  :  a cat is
Truth  5 :  the man jumped off the building to the street
Sample ( 5 )  :  a man is a
Truth  6 :  the women are dancing
Sample ( 6 )  :  a are are
Truth  7 :  a chef is slicing a piece of raw fish
Sample ( 7 )  :  a man is slicing
Truth  8 :  a dog is sitting in a small tub of water and frolicking in it
Sample ( 8 )  :  a dog is
Truth  9 :  he is carateman
Sample ( 9 )  :  a man is
------------- sampling from valid ----------
Truth  0 :  a woman making some sort of toy with a piece of paper
Sample ( 0 )  :  a person is slicing
Truth  1 :  a cat performing or playing some sort of game with her master
Sample ( 1 )  :  a man is a
Truth  2 :  a woman is petting baby beavers
Sample ( 2 )  :  a animal is eating
Truth  3 :  amazing catch by jamie dalrymple
Sample ( 3 )  :  a man is a
Truth  4 :  the jewish man talked into the camera
Sample ( 4 )  :  a man is a
Truth  5 :  a fox is walking in the snow
Sample ( 5 )  :  a is is
Truth  6 :  a amazing catch
Sample ( 6 )  :  a man is a
Truth  7 :  a man trims fat off of a haunch of meat
Sample ( 7 )  :  a man is a
Truth  8 :  a man is folding the paper
Sample ( 8 )  :  a person is slicing
Truth  9 :  the little boy received a couple of shots on the arm
Sample ( 9 )  :  a boy is
Epoch  0 Update  510 Train cost mean so far 39.0763435364 fetching data time spent (sec) 0.055 update time spent (sec) 0.571
Epoch  0 Update  520 Train cost mean so far 35.8515281677 fetching data time spent (sec) 0.057 update time spent (sec) 0.482
Epoch  0 Update  530 Train cost mean so far 33.4738388062 fetching data time spent (sec) 0.057 update time spent (sec) 0.534
Epoch  0 Update  540 Train cost mean so far 32.9542770386 fetching data time spent (sec) 0.055 update time spent (sec) 0.545
Epoch  0 Update  550 Train cost mean so far 36.6749954224 fetching data time spent (sec) 0.062 update time spent (sec) 0.612
Epoch  0 Update  560 Train cost mean so far 38.7297935486 fetching data time spent (sec) 0.059 update time spent (sec) 0.471
Epoch  0 Update  570 Train cost mean so far 34.2220001221 fetching data time spent (sec) 0.06 update time spent (sec) 0.478
Epoch  0 Update  580 Train cost mean so far 31.7504138947 fetching data time spent (sec) 0.063 update time spent (sec) 0.457
Epoch  0 Update  590 Train cost mean so far 32.4225997925 fetching data time spent (sec) 0.06 update time spent (sec) 0.583
Epoch  0 Update  600 Train cost mean so far 34.5080718994 fetching data time spent (sec) 0.059 update time spent (sec) 0.543
------------- sampling from train ----------
Truth  0 :  two girls are dancing with funny
Sample ( 0 )  :  a women is dancing
Truth  1 :  the two boys are dancing
Sample ( 1 )  :  two man is dancing
Truth  2 :  a woman is peeling an apple
Sample ( 2 )  :  a woman is cutting
Truth  3 :  the man used a sword to slice the boot
Sample ( 3 )  :  a man is
Truth  4 :  the woman is eating
Sample ( 4 )  :  a woman is
Truth  5 :  a cat plays the piano
Sample ( 5 )  :  a cat is
Truth  6 :  the foxes ate from the pan
Sample ( 6 )  :  a dog is eating
Truth  7 :  a man is trying to make many bubbles
Sample ( 7 )  :  a man is
Truth  8 :  an elephant drawing a picture with paint
Sample ( 8 )  :  a man is a
Truth  9 :  one cat is jumping and another is climbing over a barrier
Sample ( 9 )  :  a cat is
------------- sampling from valid ----------
Truth  0 :  steve martin performs onstage
Sample ( 0 )  :  a man is
Truth  1 :  a cat is under a sofa
Sample ( 1 )  :  a cat is
Truth  2 :  the man is running
Sample ( 2 )  :  a man is
Truth  3 :  a person showing the applications of the computer
Sample ( 3 )  :  a man is
Truth  4 :  a dog is walking
Sample ( 4 )  :  a dog is
Truth  5 :  a dog is running on the road
Sample ( 5 )  :  a man is running
Truth  6 :  a man is cutting an onion
Sample ( 6 )  :  a man is
Truth  7 :  a cat is walking on its two front paws
Sample ( 7 )  :  a dog is running
Truth  8 :  the man is playing the piano
Sample ( 8 )  :  a man is
Truth  9 :  a man is slicing a potato
Sample ( 9 )  :  a man is cutting
Epoch  0 Update  610 Train cost mean so far 37.7559280396 fetching data time spent (sec) 0.058 update time spent (sec) 0.631
Epoch  0 Update  620 Train cost mean so far 36.6288337708 fetching data time spent (sec) 0.058 update time spent (sec) 0.703
Epoch  0 Update  630 Train cost mean so far 34.5070800781 fetching data time spent (sec) 0.063 update time spent (sec) 0.611
Epoch  0 Update  640 Train cost mean so far 35.2743148804 fetching data time spent (sec) 0.054 update time spent (sec) 0.563
Epoch  0 Update  650 Train cost mean so far 33.2070159912 fetching data time spent (sec) 0.056 update time spent (sec) 0.522
Epoch  0 Update  660 Train cost mean so far 34.4472465515 fetching data time spent (sec) 0.058 update time spent (sec) 0.73
Epoch  0 Update  670 Train cost mean so far 36.7498474121 fetching data time spent (sec) 0.058 update time spent (sec) 0.583
Epoch  0 Update  680 Train cost mean so far 36.5084991455 fetching data time spent (sec) 0.057 update time spent (sec) 0.537
Epoch  0 Update  690 Train cost mean so far 31.4740962982 fetching data time spent (sec) 0.057 update time spent (sec) 0.611
Epoch  0 Update  700 Train cost mean so far 34.498374939 fetching data time spent (sec) 0.068 update time spent (sec) 0.593
------------- sampling from train ----------
Truth  0 :  women athletes running a marathon
Sample ( 0 )  :  a man is a
Truth  1 :  gladiators riding on horses and passing througth jungle
Sample ( 1 )  :  a man is
Truth  2 :  a dog is playing with a stick
Sample ( 2 )  :  a dog is a
Truth  3 :  a dog is driving a car
Sample ( 3 )  :  a dog is a
Truth  4 :  a wet dog is running around a garden
Sample ( 4 )  :  a dog is a
Truth  5 :  someone stirred the rice and milk in the pot
Sample ( 5 )  :  a man is rice rice
Truth  6 :  a man is trying to slice through a package of ground meat
Sample ( 6 )  :  a man is slicing a
Truth  7 :  a woman cracks an egg
Sample ( 7 )  :  a woman is a
Truth  8 :  a woman is chopping octopus
Sample ( 8 )  :  a woman is slicing
Truth  9 :  a cow eats grass
Sample ( 9 )  :  a cow is eating
------------- sampling from valid ----------
Truth  0 :  the dog is running and is being hit by a obstacle
Sample ( 0 )  :  a man is a
Truth  1 :  the boy danced on a park bench
Sample ( 1 )  :  a man is a a
Truth  2 :  a man gets shot on his horse
Sample ( 2 )  :  a man is riding
Truth  3 :  the mouse is eating
Sample ( 3 )  :  a kitten is playing
Truth  4 :  someone is shooting at a target
Sample ( 4 )  :  a man is a
Truth  5 :  the man played his guitar
Sample ( 5 )  :  a man is playing
Truth  6 :  one man showing stunt during skating
Sample ( 6 )  :  a man is a
Truth  7 :  a man pours oil over tomato slices
Sample ( 7 )  :  a woman is a a
Truth  8 :  one young man is throwing tennis balls at another
Sample ( 8 )  :  a man is a
Truth  9 :  a man is driving a toy car in office
Sample ( 9 )  :  a man is a
Epoch  0 Update  710 Train cost mean so far 33.1062431335 fetching data time spent (sec) 0.059 update time spent (sec) 0.527
Epoch  0 Update  720 Train cost mean so far 32.0194129944 fetching data time spent (sec) 0.061 update time spent (sec) 0.65
Epoch  0 Update  730 Train cost mean so far 31.8646907806 fetching data time spent (sec) 0.062 update time spent (sec) 0.615
Epoch  0 Update  740 Train cost mean so far 31.3903903961 fetching data time spent (sec) 0.054 update time spent (sec) 0.544
Epoch  0 Update  750 Train cost mean so far 32.1640396118 fetching data time spent (sec) 0.054 update time spent (sec) 0.553
Epoch  0 Update  760 Train cost mean so far 33.5812263489 fetching data time spent (sec) 0.053 update time spent (sec) 0.632
This epoch has seen 48780 samples, train cost 37.49
Epoch  1
Epoch  1 Update  770 Train cost mean so far 34.1190053841 fetching data time spent (sec) 0.059 update time spent (sec) 0.559
Epoch  1 Update  780 Train cost mean so far 33.997554437 fetching data time spent (sec) 0.055 update time spent (sec) 0.558
Epoch  1 Update  790 Train cost mean so far 33.5904363285 fetching data time spent (sec) 0.067 update time spent (sec) 0.595
Epoch  1 Update  800 Train cost mean so far 33.6153626585 fetching data time spent (sec) 0.063 update time spent (sec) 0.571
------------- sampling from train ----------
Truth  0 :  a man is spreading margarine on a tortilla
Sample ( 0 )  :  a man is a
Truth  1 :  he is cutting green onion
Sample ( 1 )  :  a is is cutting
Truth  2 :  a dog barks and then a lady in a kitchen bows
Sample ( 2 )  :  a dog is a
Truth  3 :  someone is pouring rice into rice cooker
Sample ( 3 )  :  a man is rice
Truth  4 :  a cheetah is chasing a gazelle
Sample ( 4 )  :  a man is a
Truth  5 :  someone is using sign language
Sample ( 5 )  :  a man is a
Truth  6 :  a stunt men is showing the stunt
Sample ( 6 )  :  a man is riding
Truth  7 :  using a spoon a woman is stirring a mixture of milk and gelatin powder in a glass
Sample ( 7 )  :  a woman is a
Truth  8 :  somebody is cooking
Sample ( 8 )  :  a man is cooking
Truth  9 :  a hamster is eating something that looks like nuts
Sample ( 9 )  :  a is is eating
------------- sampling from valid ----------
Truth  0 :  a woman making some sort of toy with a piece of paper
Sample ( 0 )  :  a man is a
Truth  1 :  a cat performing or playing some sort of game with her master
Sample ( 1 )  :  a man is a
Truth  2 :  a woman is petting baby beavers
Sample ( 2 )  :  a animal is eating
Truth  3 :  amazing catch by jamie dalrymple
Sample ( 3 )  :  a man is a
Truth  4 :  the jewish man talked into the camera
Sample ( 4 )  :  a man is a
Truth  5 :  a fox is walking in the snow
Sample ( 5 )  :  a is is a
Truth  6 :  a amazing catch
Sample ( 6 )  :  a man is a
Truth  7 :  a man trims fat off of a haunch of meat
Sample ( 7 )  :  a man is a
Truth  8 :  a man is folding the paper
Sample ( 8 )  :  a man is a
Truth  9 :  the little boy received a couple of shots on the arm
Sample ( 9 )  :  a boy is
Epoch  1 Update  810 Train cost mean so far 33.5221818093 fetching data time spent (sec) 0.062 update time spent (sec) 0.523
Epoch  1 Update  820 Train cost mean so far 34.012665467 fetching data time spent (sec) 0.06 update time spent (sec) 0.586
Epoch  1 Update  830 Train cost mean so far 33.7251645703 fetching data time spent (sec) 0.068 update time spent (sec) 0.64
Epoch  1 Update  840 Train cost mean so far 33.9486320548 fetching data time spent (sec) 0.058 update time spent (sec) 0.528
Epoch  1 Update  850 Train cost mean so far 33.956478068 fetching data time spent (sec) 0.063 update time spent (sec) 0.562
Epoch  1 Update  860 Train cost mean so far 34.061898325 fetching data time spent (sec) 0.06 update time spent (sec) 0.555
Epoch  1 Update  870 Train cost mean so far 33.8961106607 fetching data time spent (sec) 0.066 update time spent (sec) 0.537
Epoch  1 Update  880 Train cost mean so far 33.34731512 fetching data time spent (sec) 0.068 update time spent (sec) 0.578
Epoch  1 Update  890 Train cost mean so far 33.7106961573 fetching data time spent (sec) 0.057 update time spent (sec) 0.642
Epoch  1 Update  900 Train cost mean so far 33.2881673338 fetching data time spent (sec) 0.062 update time spent (sec) 0.643
------------- sampling from train ----------
Truth  0 :  a man throws his drink on a camera
Sample ( 0 )  :  a man is a
Truth  1 :  the man is shooting
Sample ( 1 )  :  a man is shooting
Truth  2 :  the man did a backward flip jump into the water
Sample ( 2 )  :  a man is a
Truth  3 :  a man playing guitar
Sample ( 3 )  :  a man is playing
Truth  4 :  a band is performing onstage for a live audience
Sample ( 4 )  :  a man is a
Truth  5 :  the man poured the liquid out of the container
Sample ( 5 )  :  a man is a
Truth  6 :  a woman dances in the rain out side
Sample ( 6 )  :  a man is dancing
Truth  7 :  a cat plays the piano
Sample ( 7 )  :  a cat is playing
Truth  8 :  a boy is flipping on a trampoline
Sample ( 8 )  :  a man is a
Truth  9 :  a loris eat her food
Sample ( 9 )  :  a animal is a
------------- sampling from valid ----------
Truth  0 :  the person is playing the guitar
Sample ( 0 )  :  a man is playing
Truth  1 :  a man is cutting a potato in half
Sample ( 1 )  :  a man is peeling
Truth  2 :  two girls are dancing
Sample ( 2 )  :  a man is
